2465	65.71751
2460	59.255997
2455	65.266045
2450	17.431168
2445	74.451358
2440	71.50881
2435	77.17246
2430	52.642188
2425	79.720514
2420	72.283307
2415	73.798219
2410	63.808042
2405	77.225475
2400	75.778115
2395	77.69121
2390	67.10084
2385	77.171249
2380	72.047497
2375	71.31108
2370	64.672703
2365	74.483796
2360	76.01151
2355	79.810008
2350	77.62306
2345	80.305229
2340	84.460315
2335	84.689418
2330	80.3578
2325	78.604908
2320	80.651691
2315	78.556524
2310	69.495758
2305	68.585386
2300	66.745582
2295	64.979295
2290	61.583636
2285	69.633981
2280	71.492943
2275	73.24501
2270	73.935729
2265	77.023875
2260	79.956844
2255	81.024112
2250	79.356754
2245	84.518305
2240	84.899974
2235	83.772503
2230	82.38236
2225	86.1589
2220	86.006837
2215	86.194148
2210	84.987085
2205	88.742688
2200	88.63349
2195	87.807672
2190	86.045077
2185	89.428568
2180	90.259394
2175	89.841902
2170	88.536533
2165	90.933593
2160	90.7424
2155	90.48719
2150	88.689981
2145	91.3306
2140	91.978191
2135	90.2618
2130	89.430245
2125	91.652482
2120	91.684659
2115	91.237407
2110	90.683972
2105	92.706623
2100	92.365222
2095	90.879937
2090	90.572778
2085	92.647519
2080	92.959255
2075	92.253283
2070	91.326762
2065	92.583333
2060	92.958827
2055	92.563844
2050	92.156707
2045	93.30612
2040	93.272703
2035	92.918088
2030	92.811917
2025	93.497574
2020	93.376996
2015	92.960897
2010	92.903034
2005	93.720111
2000	93.743382
1995	92.968062
1990	92.688715
1985	93.347167
1980	93.304697
1975	92.862141
1970	92.845005
1965	93.23241
1960	93.260802
1955	92.668119
1950	92.480341
1945	93.172486
1940	93.260641
1935	92.777089
1930	93.009469
1925	93.785669
1920	94.174334
1915	93.662375
1910	93.891092
1905	94.627228
1900	94.814284
1895	94.631437
1890	94.987559
1885	95.74231
1880	95.92988
1875	95.190209
1870	95.428542
1865	95.871981
1860	95.501168
1855	95.093859
1850	94.725707
1845	95.052933
1840	95.510043
1835	95.49553
1830	95.954329
1825	96.153114
1820	96.341798
1815	96.278059
1810	96.472156
1805	96.321832
1800	95.959322
1795	95.49872
1790	94.948241
1785	94.639526
1780	94.548471
1775	94.473047
1770	94.279457
1765	93.935593
1760	92.611258
1755	91.183093
1750	90.154686
1745	89.686086
1740	90.099143
1735	90.964789
1730	92.199713
1725	93.367751
1720	93.843083
1715	93.294989
1710	92.325666
1705	91.144987
1700	90.493679
1695	90.309804
1690	91.134725
1685	92.618209
1680	94.213834
1675	95.361372
1670	96.201882
1665	96.610713
1660	96.601174
1655	96.69895
1650	96.795413
1645	96.907661
1640	97.001034
1635	97.134029
1630	97.26685
1625	97.374024
1620	97.486102
1615	97.559368
1610	97.61663
1605	97.588405
1600	97.523131
1595	97.536544
1590	97.449863
1585	97.608079
1580	97.489369
1575	97.522311
1570	97.481526
1565	97.383461
1560	97.026251
1555	97.130623
1550	97.115033
1545	97.163769
1540	97.14244
1535	97.098706
1530	97.129622
1525	97.117359
1520	97.197176
1515	97.189088
1510	97.252934
1505	97.315012
1500	97.30365
1495	97.415614
1490	97.423237
1485	97.399394
1480	97.409847
1475	97.398879
1470	97.426715
1465	97.354599
1460	97.34018
1455	97.324404
1450	97.261479
1445	97.279229
1440	97.16528
1435	97.119742
1430	97.054948
1425	96.967752
1420	96.840566
1415	96.553765
1410	96.212096
1405	96.153468
1400	96.097154
1395	96.265794
1390	96.325121
1385	96.464806
1380	96.505155
1375	96.676062
1370	96.954762
1365	97.17569
1360	97.347429
1355	97.549429
1350	97.65421
1345	97.685096
1340	97.733145
1335	97.771854
1330	97.850073
1325	97.88116
1320	97.878134
1315	97.785848
1310	97.853626
1305	97.818803
1300	97.868078
1295	97.828604
1290	97.882464
1285	97.908853
1280	97.817842
1275	97.833624
1270	97.861496
1265	97.850185
1260	97.898312
1255	97.886712
1250	97.854584
1245	97.836149
1240	97.898484
1235	97.87152
1230	97.853521
1225	97.815758
1220	97.744043
1215	97.676129
1210	97.577772
1205	97.390791
1200	97.080568
1195	96.588795
1190	96.302356
1185	96.181509
1180	96.322972
1175	96.649967
1170	97.022874
1165	97.273002
1160	97.457132
1155	97.504273
1150	97.656686
1145	97.731853
1140	97.790435
1135	97.914688
1130	97.945805
1125	97.980676
1120	98.004719
1115	98.035274
1110	98.040339
1105	98.029263
1100	98.064349
1095	98.070072
1090	98.120041
1085	98.134521
1080	98.176923
1075	98.195617
1070	98.16081
1065	98.180544
1060	98.157065
1055	98.085002
1050	98.199456
1045	98.244537
1040	98.271835
