lambda_um	epsilon	I_BB
2.9793	52.51658	6622990481.063962
2.97844	52.3793	6627211721.799138
2.97759	52.30628	6631386523.863483
2.97673	52.31295	6635613118.805013
2.97588	52.39497	6639793214.612905
2.97502	52.53397	6644025167.389163
2.97417	52.7053	6648210560.517532
2.97332	52.88395	6652398588.142044
2.97247	53.04716	6656589251.139598
2.97161	53.17543	6660831899.010348
2.97076	53.25347	6665027866.405574
2.96991	53.27305	6669226471.800871
2.96906	53.23551	6673427716.063818
2.96821	53.15246	6677631600.059645
2.96736	53.04359	6681838124.651228
2.96651	52.9329	6686047290.699071
2.96567	52.84432	6690209533.011225
2.96482	52.79796	6694423953.442507
2.96397	52.80672	6698641017.887247
2.96312	52.8747	6702860727.196421
2.96228	52.99749	6707033392.070436
2.96143	53.16482	6711258362.510836
2.96059	53.3633	6715436228.270834
2.95974	53.57834	6719666463.177792
2.9589	53.79385	6723849533.110389
2.95805	53.99146	6728085035.80001
2.95721	54.15012	6732273313.172733
2.95637	54.24765	6736464180.068616
2.95552	54.26535	6740707575.002909
2.95468	54.19509	6744903654.194566
2.95384	54.04647	6749102325.312048
2.953	53.85021	6753303589.148263
2.95216	53.65377	6757507446.493704
2.95132	53.51034	6761713898.136472
2.95048	53.46457	6765922944.862203
2.94964	53.54008	6770134587.454116
2.9488	53.73212	6774348826.692966
2.94796	54.00737	6778565663.35706
2.94712	54.31072	6782785098.222245
2.94629	54.57843	6786956854.465331
2.94545	54.75428	6791181457.096395
2.94461	54.80474	6795408660.232024
2.94378	54.72796	6799588094.52136
2.94294	54.55456	6803820469.980228
2.94211	54.33988	6808005016.505805
2.94127	54.1503	6812242567.295359
2.94044	54.04682	6816432229.018976
2.93961	54.07036	6820624434.1223545
2.93877	54.23264	6824869737.990387
2.93794	54.51496	6829067062.688624
2.93711	54.87519	6833266932.940755
2.93628	55.26036	6837469349.463654
2.93545	55.62052	6841674312.971709
2.93462	55.92	6845881824.1768265
2.93379	56.14307	6850091883.788412
2.93296	56.29341	6854304492.513372
2.93213	56.38578	6858519651.05608
2.9313	56.44529	6862737360.118403
2.93047	56.49312	6866957620.399663
2.92964	56.5437	6871180432.596644
2.92881	56.60401	6875405797.403572
2.92799	56.67594	6879582761.540983
2.92716	56.75978	6883813202.865168
2.92633	56.85579	6888046198.858326
2.92551	56.96282	6892230704.254371
2.92468	57.0744	6896468780.835076
2.92386	57.17488	6900658306.9344
2.92304	57.23952	6904850329.154393
2.92221	57.23997	6909096016.227736
2.92139	57.15451	6913293063.095416
2.92057	56.97889	6917492608.032622
2.91974	56.73289	6921745911.540529
2.91892	56.45918	6925950485.023863
2.9181	56.21369	6930157558.502628
2.91728	56.04968	6934367132.611067
2.91646	56.00062	6938579207.980864
2.91564	56.06786	6942793785.241119
2.91482	56.21888	6947010865.018346
2.914	56.39714	6951230447.936475
2.91318	56.5407	6955452534.6168165
2.91236	56.60249	6959677125.678076
2.91155	56.56515	6963852656.6938505
2.91073	56.4459	6968082227.802643
2.90991	56.29066	6972314305.1252575
2.9091	56.15995	6976497232.8983135
2.90828	56.11144	6980734293.888454
2.90747	56.18409	6984922145.731794
2.90665	56.38822	6989164192.771697
2.90584	56.7035	6993356971.028115
2.90502	57.08467	6997604006.478945
2.90421	57.47269	7001801713.47034
2.9034	57.80833	7006001870.5675
2.90258	58.04499	7010256377.699265
2.90177	58.15823	7014461466.967773
2.90096	58.14977	7018669008.03788
2.90015	58.04481	7022879001.467307
2.89934	57.88378	7027091447.811133
2.89853	57.71125	7031306347.621806
2.89772	57.56584	7035523701.449109
2.89691	57.47346	7039743509.840179
2.8961	57.44521	7043965773.339481
2.89529	57.47894	7048190492.488806
2.89448	57.56369	7052417667.827259
2.89368	57.68536	7056595067.231526
2.89287	57.83193	7060827126.214961
2.89206	57.99652	7065061642.982077
2.89125	58.17642	7069298618.061171
2.89045	58.36886	7073485698.29474
2.88964	58.56521	7077727561.206102
2.88884	58.74742	7081919469.945729
2.88803	58.88956	7086166222.74416
2.88723	58.96448	7090362962.008586
2.88643	58.95367	7094562102.277892
2.88562	58.85596	7098816178.513646
2.88482	58.69134	7103020152.289333
2.88402	58.49844	7107226528.53937
2.88322	58.32574	7111435307.7461815
2.88242	58.21872	7115646490.389503
2.88161	58.20678	7119912761.992613
2.88081	58.29417	7124128782.995198
2.88001	58.45814	7128347208.863156
2.87921	58.65554	7132568040.065335
2.87842	58.83506	7136738471.755136
2.87762	58.95135	7140964084.940244
2.87682	58.97637	7145192104.843959
2.87602	58.90584	7149422531.924183
2.87522	58.76022	7153655366.6360445
2.87443	58.57983	7157837654.032707
2.87363	58.41564	7162075275.252658
2.87283	58.31706	7166315305.447343
2.87204	58.31998	7170504699.693144
2.87124	58.43821	7174749519.04049
2.87045	58.66053	7178943643.432297
2.86965	58.95387	7183193253.663957
2.86886	59.27149	7187392109.900796
2.86807	59.5643	7191593317.805112
2.86727	59.7928	7195850102.484958
2.86648	59.93587	7200056044.7361765
2.86569	59.99567	7204264339.885555
2.8649	59.99593	7208474988.336096
2.86411	59.97455	7212687990.488046
2.86332	59.9726	7216903346.738879
2.86253	60.02292	7221121057.483296
2.86174	60.14169	7225341123.113216
2.86095	60.32537	7229563544.017758
2.86016	60.5537	7233788320.583245
2.85937	60.62478	7238015453.19318
2.85858	60.58047	7242244942.228261
2.85779	60.5456	7246476788.066334
2.85701	60.52948	7250657378.844343
2.85622	60.5389	7254893909.565892
2.85543	60.57428	7259132798.202287
2.85465	60.62824	7263320343.711751
2.85386	60.68806	7267563919.41587
2.85308	60.74105	7271756093.36929
2.85229	60.55498	7276004357.565952
2.85151	60.3234	7280201161.358894
2.85072	60.12738	7284454115.450176
2.84994	59.98432	7288655550.455679
2.84916	59.89906	7292859286.821891
2.84837	59.86299	7297119263.389175
2.84759	59.85792	7301327632.980717
2.84681	59.86436	7305538304.920235
2.84603	59.87083	7309751279.52977
2.84525	59.87983	7313966557.128535
2.84447	59.90737	7318184138.032909
2.84369	59.97625	7322404022.556418
2.84291	60.10525	7326626211.009741
2.84213	60.29788	7330850703.700674
2.84135	60.5352	7335077500.934164
2.84057	60.77673	7339306603.012249
2.83979	60.9706	7343538010.234109
2.83902	61.06998	7347717429.938304
2.83824	61.04998	7351953418.771037
2.83746	60.91769	7356191713.62387
2.83669	60.71081	7360377933.5071335
2.83591	60.48427	7364620811.686383
2.83514	60.28975	7368811556.687389
2.83436	60.15794	7373059019.305445
2.83359	60.09205	7377254290.510878
2.83281	60.07488	7381506338.656901
2.83204	60.08264	7385706137.130445
2.83127	60.09719	7389908185.022263
2.83049	60.11115	7394167098.652456
2.82972	60.12531	7398373675.361213
2.82895	60.14117	7402582502.244701
2.82818	60.15335	7406793579.548226
2.82741	60.14663	7411006907.514218
2.82664	60.09933	7415222486.382196
2.82587	59.99188	7419440316.388799
2.8251	59.81633	7423660397.767738
2.82433	59.58296	7427882730.749823
2.82356	59.32181	7432107315.562917
2.82279	59.07748	7436334152.431963
2.82202	58.89692	7440563241.578943
2.82125	58.812	7444794583.222894
2.82049	58.82469	7448973181.396051
2.81972	58.90375	7453208999.419052
2.81895	58.99703	7457447070.575598
2.81819	59.05231	7461632311.480613
2.81742	59.03561	7465874860.254642
2.81666	58.93983	7470064521.021202
2.81589	58.78274	7474311548.20707
2.81513	58.59811	7478505629.607547
2.81436	58.42464	7482757135.975901
2.8136	58.296	7486955638.759181
2.81284	58.23512	7491156338.055995
2.81207	58.25301	7495414549.948211
2.81131	58.35127	7499619671.704567
2.81055	58.5255	7503826990.496094
2.80979	58.76793	7508036506.490028
2.80903	59.06843	7512248219.850681
2.80827	59.22081	7516462130.739406
2.80751	59.39902	7520678239.314604
2.80675	59.64707	7524896545.731702
2.80599	59.95897	7529117050.143154
2.80523	60.31898	7533339752.698432
2.80447	60.69739	7537564653.54402
2.80371	61.05246	7541791752.823382
2.80295	61.34197	7546021050.676997
2.8022	61.53856	7550196855.38046
2.80144	61.63724	7554430521.858831
2.80068	61.65058	7558666387.312984
2.79993	61.59758	7562848673.585977
2.79917	61.49391	7567088908.435726
2.79842	61.34728	7571275506.853458
2.79766	61.15834	7575520111.581577
2.79691	60.92596	7579711022.608566
2.79615	60.65465	7583959997.67368
2.7954	60.36054	7588155221.750562
2.79465	60.07283	7592352588.227123
2.79389	59.8296	7596608105.130418
2.79314	59.67024	7600809785.271444
2.79239	59.62728	7605013608.103957
2.79164	59.71856	7609219573.718818
2.79089	59.93998	7613427682.20391
2.79013	60.26002	7617694084.8072
2.78938	60.62001	7621906507.858731
2.78863	60.94621	7626121074.027122
2.78788	61.17381	7630337783.388155
2.78714	61.00141	7634500370.548007
2.78639	60.72455	7638721337.931313
2.78564	60.4469	7642944448.715523
2.78489	60.22355	7647169702.964289
2.78414	60.07199	7651397100.738183
2.7834	59.97519	7655570234.109704
2.78265	59.8971	7659801890.521102
2.7819	59.80369	7664035690.620199
2.78116	59.68265	7668215141.102908
2.78041	59.55257	7672453200.135051
2.77967	59.4549	7676636852.849968
2.77892	59.4313	7680879170.981183
2.77818	59.49469	7685067026.080022
2.77743	59.46251	7689313603.451776
2.77669	59.46134	7693505661.061949
2.77595	59.45819	7697699805.86519
2.7752	59.42686	7701952758.0154705
2.77446	59.35761	7706151105.475018
2.77372	59.25993	7710351540.185961
2.77298	59.15753	7714554062.161583
2.77223	59.07648	7718815504.749866
2.77149	58.82372	7723022229.489048
2.77075	58.4895	7727231041.514497
2.77001	58.15722	7731441940.827239
2.76927	57.83121	7735654927.425224
2.76853	57.53175	7739870001.303315
2.7678	57.30201	7744030159.876546
2.76706	57.20035	7748249380.080937
2.76632	57.2785	7752470687.531673
2.76558	57.55156	7756694082.211231
2.76484	57.97221	7760919564.09898
2.76411	58.42983	7765089989.947463
2.76337	58.78769	7769319617.972508
2.76263	58.9427	7773551333.125423
2.7619	58.86586	7777727907.917875
2.76116	58.59993	7781963769.020579
2.76043	58.22775	7786144433.66269
2.75969	57.83797	7790384440.559359
2.75896	57.50355	7794569194.885095
2.75823	57.27317	7798755980.072804
2.75749	57.17027	7803002191.213467
2.75676	57.19474	7807193065.790046
2.75603	57.32612	7811385971.068384
2.7553	57.53211	7815580906.989172
2.75456	57.78274	7819835380.280129
2.75383	58.06129	7824034405.110401
2.7531	58.36253	7828235460.385759
2.75237	58.6817	7832438546.034504
2.75164	59.00439	7836643661.981828
2.75091	59.30363	7840850808.149797
2.75018	59.49679	7845059984.457384
2.74945	59.60608	7849271190.820379
2.74872	59.66392	7853484427.151468
2.74799	59.66478	7857699693.36017
2.74727	59.54566	7861859204.463113
2.74654	59.35579	7866078502.339697
2.74581	59.14353	7870299829.804865
2.74509	58.92933	7874465318.841004
2.74436	58.72754	7878690677.371799
2.74363	58.55629	7882918065.17375
2.74291	58.45253	7887089531.208103
2.74218	58.47924	7891320949.4168005
2.74146	58.69914	7895496390.418261
2.74073	58.85049	7899731838.56386
2.74001	59.10742	7903911254.056546
2.73928	59.37964	7908150731.64383
2.73856	59.57052	7912334121.126718
2.73784	59.62985	7916519483.707345
2.73712	59.55174	7920706819.252844
2.73639	59.35425	7924954326.355618
2.73567	58.86139	7929145634.817339
2.73495	58.27926	7933338915.824677
2.73423	57.70586	7937534169.232251
2.73351	57.17736	7941731394.891524
2.73279	56.7122	7945930592.650799
2.73207	56.3136	7950131762.35525
2.73135	55.9772	7954334903.846858
2.73063	55.69861	7958540016.964422
2.72991	55.47805	7962747101.543587
2.72919	55.32062	7966956157.416769
2.72847	55.23367	7971167184.413206
2.72776	55.22188	7975321655.002323
2.72704	55.28077	7979536596.349518
2.72632	55.38972	7983753508.290901
2.72561	55.42268	7987913781.562124
2.72489	55.45955	7992134606.774886
2.72417	55.50632	7996357402.023918
2.72346	55.3892	8000523476.334378
2.72274	55.11178	8004750183.717906
2.72203	54.78001	8008920115.442195
2.72132	54.48252	8013091962.094037
2.7206	54.29563	8017324522.520119
2.71989	54.24932	8021500225.3941345
2.71917	54.32387	8025736695.938713
2.71846	54.47509	8029916254.20677
2.71775	54.66347	8034097726.375839
2.71704	54.86651	8038281112.232301
2.71633	55.075	8042466411.559362
2.71561	55.28234	8046712612.6243925
2.7149	55.47512	8050901765.172019
2.71419	55.62791	8055092830.517589
2.71348	55.70532	8059285808.431549
2.71277	55.67391	8063480698.681114
2.71206	55.52615	8067677501.030303
2.71135	55.30765	8071876215.23992
2.71065	55.12022	8076017664.052119
2.70994	55.07768	8080220174.333041
2.70923	55.24169	8084424595.740918
2.70852	55.59873	8088630928.023628
2.70781	56.08967	8092839170.9258
2.70711	56.6491	8096990012.992943
2.7064	57.22409	8101202049.45387
2.7057	57.77348	8105356631.137027
2.70499	58.24097	8109572460.110948
2.70428	58.5383	8113790198.385964
2.70358	58.78545	8117950400.781717
2.70288	58.93555	8122112458.540171
2.70217	58.90882	8126335869.299401
2.70147	58.69517	8130501663.465965
2.70076	58.39341	8134728863.4454775
2.70006	58.05591	8138898392.899443
2.69936	57.72121	8143069776.32713
2.69865	57.40502	8147302644.544206
2.69795	57.09925	8151477761.533807
2.69725	56.77767	8155654731.626014
2.69655	56.4095	8159833554.525406
2.69585	55.97968	8164014229.9333515
2.69515	55.50389	8168196757.548002
2.69445	55.01855	8172381137.064277
2.69375	54.55041	8176567368.173849
2.69305	54.00069	8180755450.565166
2.69235	53.48006	8184945383.923393
2.69165	53.00172	8189137167.930467
2.69095	52.56185	8193330802.265033
2.69025	52.15796	8197526286.602464
2.68956	51.70785	8201663645.678697
2.68886	51.24771	8205862802.6179695
2.68816	50.84709	8210063808.571289
2.68747	50.53129	8214206609.405847
2.68677	50.31118	8218411285.968243
2.68607	50.17551	8222617810.526347
2.68538	50.09545	8226766050.122198
2.68468	50.04166	8230976243.237809
2.68399	50.00167	8235128098.297817
2.68329	49.98572	8239341958.573722
2.6826	50.01785	8243497427.707671
2.68191	50.11862	8247654690.353953
2.68121	50.2875	8251874035.511977
2.68052	50.48903	8256034910.103251
2.67983	50.3982	8260197577.135496
2.67914	50.15518	8264362036.246876
2.67844	49.80008	8268588680.688832
2.67775	49.39999	8272756748.818825
2.67706	49.06877	8276926607.917611
2.67637	48.90073	8281098257.6103525
2.67568	48.62136	8285271697.518958
2.67499	48.49468	8289446927.262051
2.6743	48.57745	8293623946.45501
2.67361	48.82678	8297802754.7099285
2.67292	49.18251	8301983351.635604
2.67223	49.58253	8306165736.837536
2.67154	49.97952	8310349909.917922
2.67086	50.35627	8314475191.6175165
2.67017	50.73005	8318662913.35148
2.66948	51.13801	8322852421.756553
2.66879	51.60673	8327043716.4216795
2.66811	52.12144	8331176014.898331
2.66742	52.61415	8335370854.964315
2.66673	52.98487	8339567480.04328
2.66605	53.14958	8343705030.451525
2.66536	53.08265	8347905198.425504
2.66468	52.8172	8352046239.548252
2.66399	52.44236	8356249948.717672
2.66331	52.01635	8360394478.866909
2.66263	51.59858	8364540740.160748
2.66194	51.21959	8368749744.967051
2.66126	50.89229	8372899492.712424
2.66058	50.62064	8377050970.309675
2.65989	50.40628	8381265266.798325
2.65921	50.25022	8385420228.212996
2.65853	50.15069	8389576918.157317
2.65785	50.09987	8393735336.1861515
2.65717	50.08162	8397895481.8511095
2.65649	50.07085	8402057354.700492
2.65581	50.03655	8406220954.279316
2.65513	49.94985	8410386280.129293
2.65445	49.79489	8414553331.78886
2.65377	49.57677	8418722108.793121
2.65309	49.31781	8422892610.673845
2.65241	49.04319	8427064836.959505
2.65173	48.76656	8431238787.175213
2.65106	48.48521	8435353041.3932705
2.65038	48.18429	8439530412.696772
2.6497	47.84519	8443709506.492737
2.64902	47.4542	8447890322.292937
2.64835	47.0104	8452011339.23441
2.64767	46.5298	8456195572.259316
2.647	46.04342	8460319955.20783
2.64632	45.58813	8464507603.49326
2.64565	45.19345	8468635350.500394
2.64497	44.87098	8472826412.055537
2.6443	44.61191	8476957521.1466055
2.64362	44.392	8481151993.953894
2.64295	44.18067	8485286463.127793
2.64228	43.94929	8489422599.147142
2.6416	43.67677	8493622172.371904
2.64093	43.3528	8497761665.430257
2.64026	42.97916	8501902823.808599
2.63959	42.56959	8506045646.994406
2.63891	42.14774	8510252005.096737
2.63824	41.74267	8514398181.175199
2.63757	41.3819	8518546020.495955
2.6369	41.08315	8522695522.533257
2.63623	40.84612	8526846686.757988
2.63556	40.648	8530999512.637779
2.63489	40.44485	8535153999.636886
2.63422	40.18225	8539310147.216241
2.63355	39.81526	8543467954.833429
2.63288	39.33132	8547627421.942679
2.63222	38.76391	8551726429.443189
2.63155	38.18359	8555889189.137825
2.63088	37.66626	8560053606.675372
2.63021	37.25716	8564219681.496622
2.62955	36.95427	8568325195.914295
2.62888	36.71925	8572494558.897252
2.62821	36.50418	8576665577.474479
2.62755	36.27597	8580775960.199023
2.62688	36.02587	8584950263.554145
2.62622	35.7645	8589063880.908538
2.62555	35.5096	8593241466.75782
2.62489	35.27526	8597358316.47917
2.62422	35.06656	8601539182.511969
2.62356	34.88081	8605659262.31083
2.6229	34.71331	8609780944.147102
2.62223	34.56526	8613966713.749704
2.62157	34.45011	8618091622.18805
2.62091	34.39243	8622218130.924267
2.62025	34.41407	8626346239.374817
2.61958	34.50947	8630538530.574913
2.61892	34.62494	8634669860.906002
2.61826	34.66643	8638802789.171978
2.6176	34.5432	8642937314.775991
2.61694	34.21831	8647073437.11788
2.61628	33.7266	8651211155.594141
2.61562	33.15086	8655350469.597937
2.61496	32.58105	8659491378.51906
2.6143	32.08387	8663633881.743965
2.61364	31.69096	8667777978.65572
2.61298	31.40288	8671923668.634033
2.61233	31.20102	8676008101.564693
2.61167	31.06146	8680156951.687962
2.61101	30.96627	8684307393.006153
2.61035	30.90825	8688459424.885437
2.6097	30.88775	8692550101.165697
2.60904	30.9022	8696705288.176844
2.60838	30.93382	8700862063.836912
2.60773	30.94104	8704957410.143608
2.60707	30.86131	8709117337.10985
2.60642	30.62959	8713215785.709677
2.60576	30.20952	8717378861.404406
2.60511	29.61963	8721480409.74542
2.60445	28.92996	8725646631.563904
2.6038	28.22731	8729751277.067474
2.60315	27.57692	8733857458.36565
2.60249	27.00785	8738028382.438473
2.60184	26.52151	8742137656.990965
2.60119	26.10754	8746248465.383905
2.60053	25.75481	8750424085.727833
2.59988	25.45272	8754537983.40643
2.59923	25.18526	8758653412.94122
2.59858	24.92172	8762770373.667492
2.59793	24.61165	8766888864.917187
2.59728	24.19529	8771008886.018902
2.59663	23.64064	8775130436.297892
2.59598	22.99322	8779253515.076063
2.59533	22.37447	8783378121.671925
2.59468	21.88748	8787504255.400644
2.59403	21.53679	8791631915.573977
2.59338	21.2655	8795761101.500336
2.59273	21.02991	8799891812.484692
2.59209	20.82092	8803960463.435263
2.59144	20.64697	8808094199.00143
2.59079	20.51558	8812229457.531013
2.59014	20.42635	8816366238.31541
2.5895	20.37109	8820440862.9324
2.58885	20.33531	8824580662.694952
2.5882	20.29814	8828721982.576973
2.58756	20.23479	8832801074.362995
2.58691	20.12428	8836945408.95485
2.58627	19.96175	8841027467.659946
2.58562	19.7684	8845174814.089558
2.58498	19.59218	8849259836.872473
2.58433	19.49307	8853410192.240547
2.58369	19.51386	8857498176.233168
2.58305	19.65111	8861587628.280325
2.5824	19.84872	8865742479.920414
2.58176	20.01971	8869834888.835897
2.58112	20.0789	8873928763.637018
2.58048	19.96516	8878024103.597914
2.57983	19.64975	8882184932.173716
2.57919	19.13798	8886283223.127647
2.57855	18.47138	8890382977.032188
2.57791	17.73026	8894484193.148058
2.57727	17.02891	8898586870.732624
2.57663	16.49385	8902691009.039865
2.57599	16.22447	8906796607.320412
2.57535	16.25311	8910903664.821522
2.57471	16.53133	8915012180.787052
2.57407	16.95311	8919122154.457478
2.57343	17.39801	8923233585.069866
2.57279	17.76706	8927346471.857895
2.57216	17.99851	8931396516.266266
2.57152	18.06713	8935512290.370234
2.57088	17.97678	8939629518.342505
2.57024	17.7518	8943748199.403103
2.56961	17.42831	8947803944.519928
2.56897	17.04511	8951925506.729588
2.56833	16.63571	8956048519.679365
2.5677	16.22302	8960108526.696127
2.56706	15.81836	8964234416.104685
2.56643	15.42422	8968297253.087221
2.56579	15.04169	8972426015.801939
2.56516	14.68208	8976491679.633497
2.56452	14.37991	8980623312.474499
2.56389	14.19429	8984691800.011435
2.56326	14.18356	8988761687.109272
2.56262	14.35898	8992897607.84316
2.56199	14.65824	8996970313.89286
2.56136	14.97187	9001044417.130365
2.56072	15.19851	9005184618.48658
2.56009	15.28052	9009261535.861649
2.55946	15.20695	9013339848.021185
2.55883	14.99863	9017419554.161587
2.5582	14.69204	9021500653.475906
2.55757	14.32767	9025583145.153809
2.55694	13.94248	9029667028.381622
2.55631	13.56589	9033752302.342295
2.55568	13.21835	9037838966.215393
2.55505	12.91279	9041927019.177095
2.55442	12.65798	9046016460.400188
2.55379	12.46298	9050107289.054066
2.55316	12.34043	9054199504.304695
2.55253	12.30745	9058293105.314653
2.5519	12.3833	9062388091.243084
2.55127	12.58387	9066484461.245697
2.55065	12.91387	9070517159.973389
2.55002	13.35845	9074616273.641987
2.54939	13.87925	9078716768.844887
2.54877	14.41764	9082753524.803762
2.54814	14.90771	9086856758.602688
2.54751	15.29361	9090961371.36525
2.54689	15.54481	9095002177.00587
2.54626	15.66245	9099109523.233282
2.54564	15.67471	9103153017.258253
2.54501	15.6248	9107263093.504742
2.54439	15.5553	9111309272.509537
2.54377	15.49361	9115356781.992914
2.54314	15.44429	9119470935.855146
2.54252	15.39274	9123521125.174835
2.54189	15.31849	9127638000.335978
2.54127	15.20997	9131690866.019943
2.54065	15.07242	9135745057.88406
2.54003	14.92733	9139800575.064112
2.53941	14.80655	9143857416.692562
2.53878	14.74467	9147981047.017397
2.53816	14.77018	9152040556.253372
2.53754	14.89561	9156101387.300837
2.53692	15.10908	9160163539.27877
2.5363	15.37202	9164227011.302769
2.53568	15.62638	9168291802.485083
2.53506	15.80972	9172357911.934544
2.53444	15.87285	9176425338.756598
2.53382	15.79493	9180494082.053303
2.5332	15.59269	9184564140.923302
2.53258	15.3205	9188635514.461828
2.53197	15.05764	9192642502.83668
2.53135	14.88566	9196716481.816532
2.53073	14.86289	9200791772.744843
2.53011	15.00714	9204868374.70319
2.5295	15.29233	9208880503.604296
2.52888	15.65782	9212959703.745136
2.52826	16.02604	9217040212.15502
2.52765	16.32315	9221056181.795801
2.52703	16.49711	9225139282.880157
2.52641	16.52905	9229223689.441704
2.5258	16.43318	9233243491.625986
2.52518	16.24566	9237330485.292572
2.52457	16.00772	9241352831.019379
2.52395	15.75129	9245442408.053934
2.52334	15.49394	9249467293.632982
2.52273	15.24462	9253493437.436327
2.52211	15.01538	9257586871.985008
2.5215	14.83142	9261615550.06971
2.52089	14.73328	9265645483.600864
2.52027	14.76813	9269742767.147186
2.51966	14.9728	9273775229.327993
2.51905	15.35548	9277808944.147137
2.51844	15.88472	9281843910.666985
2.51783	16.49289	9285880127.946514
2.51722	17.09465	9289917595.041367
2.51661	17.61356	9293956311.003832
2.51599	18.00454	9298062514.190023
2.51538	18.26181	9302103745.465073
2.51477	18.41084	9306146222.72858
2.51417	18.48996	9310123644.457188
2.51356	18.53185	9314168590.423666
2.51295	18.55312	9318214779.500414
2.51234	18.55471	9322262210.715998
2.51173	18.53126	9326310883.095556
2.51112	18.48332	9330360795.660791
2.51051	18.42442	9334411947.43002
2.50991	18.38006	9338397894.817633
2.5093	18.37833	9342451501.761463
2.50869	18.43846	9346506344.959795
2.50808	18.56305	9350562423.417204
2.50748	18.73924	9354553212.865862
2.50687	18.94759	9358611738.632032
2.50627	19.17416	9362604933.326714
2.50566	19.41855	9366665902.444231
2.50506	19.69302	9370661498.47902
2.50445	20.01157	9374724906.96326
2.50385	20.37473	9378722900.405458
2.50324	20.75842	9382788744.24452
2.50264	21.11442	9386789131.13453
2.50203	21.38402	9390857406.289099
2.50143	21.51999	9394860182.640327
2.50083	21.50648	9398864142.361462
2.50022	21.36966	9402936046.842367
2.49962		9406942390.01069
